10801,927156957,1650375225.648622
10802,927156957,1650375225.648622
10803,927156957,1650375225.648622
10805,417695336,1650377412.0198643
10807,927156957,1650375225.648622
10810,927156957,1650375225.648622
10811,927156957,1650375225.648622
10812
10813,927156957,1650375225.648622
10814,927156957,1650375225.648622
10815,927156957,1650375225.648622
10816,927156957,1650375225.648622
10818
10820,927156957,1650375225.648622
10821,927156957,1650375225.648622
10822,927156957,1650375225.648622
10823,927156957,1650375225.648622
10825,927156957,1650375225.648622
10826,927156957,1650375225.648622
10827
10829
10831,927156957,1650375225.648622
10832
10834,927156957,1650375225.648622
10854,927156957,1650375225.648622
40226,927156957,1650375225.648622
40239,927156957,1650375225.648622
40243,927156957,1650375225.648622
40383,927156957,1650375225.648622
40395,927156957,1650375225.648622
40405,927156957,1650375225.648622
40406,927156957,1650375225.648622
40421,927156957,1650375225.648622
40514,927156957,1650375225.648622
40606,927156957,1650375225.648622
40607,927156957,1650375225.648622
40614,927156957,1650375225.648622
40615,927156957,1650375225.648622
40617,927156957,1650375225.648622
40636,927156957,1650375225.648622
40637,927156957,1650375225.648622
40638,927156957,1650375225.648622
40639,927156957,1650375225.648622
40640,927156957,1650375225.648622
40641,927156957,1650375225.648622
40642,927156957,1650375225.648622
40643,927156957,1650375225.648622
40644,927156957,1650375225.648622
40645,927156957,1650375225.648622
40879,927156957,1650375225.648622
40882,927156957,1650375225.648622
40887,927156957,1650375225.648622
40991,927156957,1650375225.648622
41034,927156957,1650375225.648622
41084,927156957,1650375225.648622
41087,927156957,1650375225.648622
41088,927156957,1650375225.648622
41090,927156957,1650375225.648622
41091,927156957,1650375225.648622
41095,927156957,1650375225.648622
41096,927156957,1650375225.648622
41097,927156957,1650375225.648622
41098,927156957,1650375225.648622
41179,927156957,1650375225.648622
41182,927156957,1650375225.648622
41186,927156957,1650375225.648622
41188,927156957,1650375225.648622
41440,927156957,1650375225.648622
